id,gender,name,birth_date,birth_place,award_year,portion,prize_amount,category,university,university_country,age_at_award,prize_amount_actual
720,male,Robert Mundell,1932,Canada,1999,1,10231411,Economic Sciences,Columbia University,USA,67,10231411.0
729,male,Alan Heeger,1936,USA,2000,3,11538617,Chemistry,University of California,USA,64,3846205.6666666665
730,male,Alan MacDiarmid,1927,New Zealand,2000,3,11538617,Chemistry,University of Pennsylvania,USA,73,3846205.6666666665
722,male,Arvid Carlsson,1923,Sweden,2000,3,11538617,Physiology or Medicine,Göteborg University,Sweden,77,3846205.6666666665
733,male,Daniel L. McFadden,1937,USA,2000,2,11538617,Economic Sciences,University of California,USA,63,5769308.5
724,male,Eric Kandel,1929,Austria,2000,3,11538617,Physiology or Medicine,Columbia University,USA,71,3846205.6666666665
734,male,Gao Xingjian,1940,China,2000,1,11538617,Literature,,,60,11538617.0
727,male,Herbert Kroemer,1928,Germany,2000,4,11538617,Physics,University of California,USA,72,2884654.25
731,male,Hideki Shirakawa,1936,Japan,2000,3,11538617,Chemistry,University of Tsukuba,Japan,64,3846205.6666666665
728,male,Jack Kilby,1923,USA,2000,2,11538617,Physics,Texas Instruments,USA,77,5769308.5
732,male,James J. Heckman,1944,USA,2000,2,11538617,Economic Sciences,University of Chicago,USA,56,5769308.5
725,male,Kim Dae-jung,1925,South Korea,2000,1,11538617,Peace,,,75,11538617.0
723,male,Paul Greengard,1925,USA,2000,3,11538617,Physiology or Medicine,Rockefeller University,USA,75,3846205.6666666665
726,male,Zhores Alferov,1930,Belarus,2000,4,11538617,Physics,A.F. Ioffe Physico-Technical Institute,Russia,70,2884654.25
745,male,A. Michael Spence,1943,USA,2001,3,12518033,Economic Sciences,Stanford University,USA,58,4172677.6666666665
743,male,Barry Sharpless,1941,USA,2001,2,12518033,Chemistry,The Scripps Research Institute,USA,60,6259016.5
740,male,Carl Wieman,1951,USA,2001,3,12518033,Physics,"University of Colorado, JILA",USA,50,4172677.6666666665
738,male,Eric Cornell,1961,USA,2001,3,12518033,Physics,"University of Colorado, JILA",USA,40,4172677.6666666665
744,male,George A. Akerlof,1940,USA,2001,3,12518033,Economic Sciences,University of California,USA,61,4172677.6666666665
746,male,Joseph E. Stiglitz,1943,USA,2001,3,12518033,Economic Sciences,Columbia University,USA,58,4172677.6666666665
749,male,Kofi Annan,1938,Ghana,2001,2,12518033,Peace,,,63,6259016.5
735,male,Leland Hartwell,1939,USA,2001,3,12518033,Physiology or Medicine,Fred Hutchinson Cancer Research Center,USA,62,4172677.6666666665
742,male,Ryoji Noyori,1938,Japan,2001,4,12518033,Chemistry,Nagoya University,Japan,63,3129508.25
737,male,Sir Paul Nurse,1949,United Kingdom,2001,3,12518033,Physiology or Medicine,Imperial Cancer Research Fund,United Kingdom,52,4172677.6666666665
736,male,Tim Hunt,1943,United Kingdom,2001,3,12518033,Physiology or Medicine,Imperial Cancer Research Fund,United Kingdom,58,4172677.6666666665
747,male,V. S. Naipaul,1932,Trinidad and Tobago,2001,1,12518033,Literature,,,69,12518033.0
741,male,William Knowles,1917,USA,2001,4,12518033,Chemistry,,,84,3129508.25
739,male,Wolfgang Ketterle,1957,Germany,2001,3,12518033,Physics,Massachusetts Institute of Technology (MIT),USA,44,4172677.6666666665
759,male,Daniel Kahneman,1934,Israel,2002,2,12252888,Economic Sciences,Princeton University,USA,68,6126444.0
751,male,H. Robert Horvitz,1947,USA,2002,3,12252888,Physiology or Medicine,Massachusetts Institute of Technology (MIT),USA,55,4084296.0
761,male,Imre Kertész,1929,Hungary,2002,1,12252888,Literature,,,73,12252888.0
762,male,Jimmy Carter,1924,USA,2002,1,12252888,Peace,,,78,12252888.0
756,male,John B. Fenn,1917,USA,2002,4,12252888,Chemistry,Virginia Commonwealth University,USA,85,3063222.0
752,male,John E. Sulston,1942,United Kingdom,2002,3,12252888,Physiology or Medicine,The Wellcome Trust Sanger Institute,United Kingdom,60,4084296.0
757,male,Koichi Tanaka,1959,Japan,2002,4,12252888,Chemistry,Shimadzu Corp.,Japan,43,3063222.0
758,male,Kurt Wüthrich,1938,Switzerland,2002,2,12252888,Chemistry,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Switzerland,64,6126444.0
754,male,Masatoshi Koshiba,1926,Japan,2002,4,12252888,Physics,University of Tokyo,Japan,76,3063222.0
753,male,Raymond Davis Jr.,1914,USA,2002,4,12252888,Physics,University of Pennsylvania,USA,88,3063222.0
755,male,Riccardo Giacconi,1931,Italy,2002,2,12252888,Physics,Associated Universities Inc.,USA,71,6126444.0
750,male,Sydney Brenner,1927,South Africa,2002,3,12252888,Physiology or Medicine,The Molecular Sciences Institute,USA,75,4084296.0
760,male,Vernon L. Smith,1927,USA,2002,2,12252888,Economic Sciences,George Mason University,USA,75,6126444.0
766,male,Alexei Abrikosov,1928,Russia,2003,3,12021411,Physics,Argonne National Laboratory,USA,75,4007137.0
768,male,Anthony J. Leggett,1938,United Kingdom,2003,3,12021411,Physics,University of Illinois,USA,65,4007137.0
772,male,Clive W.J. Granger,1934,United Kingdom,2003,2,12021411,Economic Sciences,University of California,USA,69,6010705.5
763,male,J. M. Coetzee,1940,South Africa,2003,1,12021411,Literature,,,63,12021411.0
764,male,Paul C. Lauterbur,1929,USA,2003,2,12021411,Physiology or Medicine,University of Illinois,USA,74,6010705.5
769,male,Peter Agre,1949,USA,2003,2,12021411,Chemistry,Johns Hopkins University School of Medicine,USA,54,6010705.5
771,male,Robert F. Engle III,1942,USA,2003,2,12021411,Economic Sciences,New York University,USA,61,6010705.5
770,male,Roderick MacKinnon,1956,USA,2003,2,12021411,Chemistry,Rockefeller University,USA,47,6010705.5
773,female,Shirin Ebadi,1947,Iran,2003,1,12021411,Peace,,,56,12021411.0
765,male,Sir Peter Mansfield,1933,United Kingdom,2003,2,12021411,Physiology or Medicine,"University of Nottingham, School of Physics and Astronomy",United Kingdom,70,6010705.5
767,male,Vitaly L. Ginzburg,1916,Russia,2003,3,12021411,Physics,P.N. Lebedev Physical Institute,Russia,87,4007137.0
779,male,Aaron Ciechanover,1947,Israel,2004,3,11976161,Chemistry,Technion - Israel Institute of Technology,Israel,57,3992053.6666666665
780,male,Avram Hershko,1937,Hungary,2004,3,11976161,Chemistry,Technion - Israel Institute of Technology,Israel,67,3992053.6666666665
776,male,David J. Gross,1941,USA,2004,3,11976161,Physics,"University of California, Kavli Institute for Theoretical Physics",USA,63,3992053.6666666665
787,male,Edward C. Prescott,1940,USA,2004,2,11976161,Economic Sciences,Arizona State University,USA,64,5988080.5
782,female,Elfriede Jelinek,1946,Austria,2004,1,11976161,Literature,,,58,11976161.0
786,male,Finn E. Kydland,1943,Norway,2004,2,11976161,Economic Sciences,Carnegie Mellon University,USA,61,5988080.5
778,male,Frank Wilczek,1951,USA,2004,3,11976161,Physics,Massachusetts Institute of Technology (MIT),USA,53,3992053.6666666665
777,male,H. David Politzer,1949,USA,2004,3,11976161,Physics,California Institute of Technology (Caltech),USA,55,3992053.6666666665
781,male,Irwin Rose,1926,USA,2004,3,11976161,Chemistry,University of California,USA,78,3992053.6666666665
775,female,Linda B. Buck,1947,USA,2004,2,11976161,Physiology or Medicine,Fred Hutchinson Cancer Research Center,USA,57,5988080.5
774,male,Richard Axel,1946,USA,2004,2,11976161,Physiology or Medicine,Columbia University,USA,58,5988080.5
783,female,Wangari Maathai,1940,Kenya,2004,1,11976161,Peace,,,64,11976161.0
789,male,Barry J. Marshall,1951,Australia,2005,2,11923798,Physiology or Medicine,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Australia,54,5961899.0
801,male,Harold Pinter,1930,United Kingdom,2005,1,11923798,Literature,,,75,11923798.0
790,male,J. Robin Warren,1937,Australia,2005,2,11923798,Physiology or Medicine,,,68,5961899.0
792,male,John L. Hall,1934,USA,2005,4,11923798,Physics,"University of Colorado, JILA",USA,71,2980949.5
798,male,Mohamed ElBaradei,1942,Egypt,2005,2,11923798,Peace,,,63,5961899.0
796,male,Richard R. Schrock,1945,USA,2005,3,11923798,Chemistry,Massachusetts Institute of Technology (MIT),USA,60,3974599.3333333335
795,male,Robert H. Grubbs,1942,USA,2005,3,11923798,Chemistry,California Institute of Technology (Caltech),USA,63,3974599.3333333335
799,male,Robert J. Aumann,1930,Germany,2005,2,11923798,Economic Sciences,"University of Jerusalem, Center for RationalityHebrew",Israel,75,5961899.0
791,male,Roy J. Glauber,1925,USA,2005,2,11923798,Physics,Harvard University,USA,80,5961899.0
793,male,Theodor W. Hänsch,1941,Germany,2005,4,11923798,Physics,Max-Planck-Institut für Quantenoptik,Germany,64,2980949.5
800,male,Thomas C. Schelling,1921,USA,2005,2,11923798,Economic Sciences,"University of Maryland, Department of Economics and School of Public Policy",USA,84,5961899.0
794,male,Yves Chauvin,1930,Belgium,2005,3,11923798,Chemistry,Institut Français du Pétrole,France,75,3974599.3333333335
802,male,Andrew Z. Fire,1959,USA,2006,2,11762169,Physiology or Medicine,Stanford University School of Medicine,USA,47,5881084.5
803,male,Craig C. Mello,1960,USA,2006,2,11762169,Physiology or Medicine,University of Massachusetts Medical School,USA,46,5881084.5
807,male,Edmund S. Phelps,1933,USA,2006,1,11762169,Economic Sciences,Columbia University,USA,73,11762169.0
805,male,George F. Smoot,1945,USA,2006,2,11762169,Physics,University of California,USA,61,5881084.5
804,male,John C. Mather,1946,USA,2006,2,11762169,Physics,NASA Goddard Space Flight Center,USA,60,5881084.5
809,male,Muhammad Yunus,1940,Bangladesh,2006,2,11762169,Peace,,,66,5881084.5
808,male,Orhan Pamuk,1952,Turkey,2006,1,11762169,Literature,,,54,11762169.0
806,male,Roger D. Kornberg,1947,USA,2006,1,11762169,Chemistry,Stanford University,USA,59,11762169.0
819,male,Al Gore,1948,USA,2007,2,11506932,Peace,,,59,5753466.0
814,male,Albert Fert,1938,France,2007,2,11506932,Physics,Universit&eacute; Paris-Sud,France,69,5753466.0
817,female,Doris Lessing,1919,Iran,2007,1,11506932,Literature,,,88,11506932.0
821,male,Eric S. Maskin,1950,USA,2007,3,11506932,Economic Sciences,Institute for Advanced Study,USA,57,3835644.0
816,male,Gerhard Ertl,1936,Germany,2007,1,11506932,Chemistry,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Germany,71,11506932.0
820,male,Leonid Hurwicz,1917,Russia,2007,3,11506932,Economic Sciences,University of Minnesota,USA,90,3835644.0
811,male,Mario R. Capecchi,1937,Italy,2007,3,11506932,Physiology or Medicine,University of Utah,USA,70,3835644.0
813,male,Oliver Smithies,1925,United Kingdom,2007,3,11506932,Physiology or Medicine,University of North Carolina,USA,82,3835644.0
815,male,Peter Grünberg,1939,Czech Republic,2007,2,11506932,Physics,Forschungszentrum J&uuml;lich,Germany,68,5753466.0
822,male,Roger B. Myerson,1951,USA,2007,3,11506932,Economic Sciences,University of Chicago,USA,56,3835644.0
812,male,Sir Martin J. Evans,1941,United Kingdom,2007,3,11506932,Physiology or Medicine,Cardiff University,United Kingdom,66,3835644.0
824,female,Françoise Barré-Sinoussi,1947,France,2008,4,11124709,Physiology or Medicine,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",France,61,2781177.25
823,male,Harald zur Hausen,1936,Germany,2008,2,11124709,Physiology or Medicine,German Cancer Research Center,Germany,72,5562354.5
832,male,Jean-Marie Gustave Le Clézio,1940,France,2008,1,11124709,Literature,,,68,11124709.0
825,male,Luc Montagnier,1932,France,2008,4,11124709,Physiology or Medicine,World Foundation for AIDS Research and Prevention,France,76,2781177.25
827,male,Makoto Kobayashi,1944,Japan,2008,4,11124709,Physics,High Energy Accelerator Research Organization (KEK),Japan,64,2781177.25
830,male,Martin Chalfie,1947,USA,2008,3,11124709,Chemistry,Columbia University,USA,61,3708236.3333333335
833,male,Martti Ahtisaari,1937,Finland,2008,1,11124709,Peace,,,71,11124709.0
829,male,Osamu Shimomura,1928,Japan,2008,3,11124709,Chemistry,Marine Biological Laboratory (MBL),USA,80,3708236.3333333335
834,male,Paul Krugman,1953,USA,2008,1,11124709,Economic Sciences,Princeton University,USA,55,11124709.0
831,male,Roger Y. Tsien,1952,USA,2008,3,11124709,Chemistry,University of California,USA,56,3708236.3333333335
828,male,Toshihide Maskawa,1940,Japan,2008,4,11124709,Physics,Kyoto Sangyo University,Japan,68,2781177.25
826,male,Yoichiro Nambu,1921,Japan,2008,2,11124709,Physics,"Enrico Fermi Institute, University of Chicago",USA,87,5562354.5
843,female,Ada E. Yonath,1939,Israel,2009,3,11157218,Chemistry,Weizmann Institute of Science,Israel,70,3719072.6666666665
845,male,Barack H. Obama,1961,USA,2009,1,11157218,Peace,,,48,11157218.0
836,female,Carol W. Greider,1961,USA,2009,3,11157218,Physiology or Medicine,Johns Hopkins University School of Medicine,USA,48,3719072.6666666665
838,male,Charles K. Kao,1933,China,2009,2,11157218,Physics,Standard Telecommunication Laboratories,United Kingdom,76,5578609.0
846,female,Elinor Ostrom,1933,USA,2009,2,11157218,Economic Sciences,Indiana University,USA,76,5578609.0
835,female,Elizabeth H. Blackburn,1948,Australia,2009,3,11157218,Physiology or Medicine,University of California,USA,61,3719072.6666666665
840,male,George E. Smith,1930,USA,2009,4,11157218,Physics,Bell Laboratories,USA,79,2789304.5
844,female,Herta Müller,1953,Romania,2009,1,11157218,Literature,,,56,11157218.0
837,male,Jack W. Szostak,1952,United Kingdom,2009,3,11157218,Physiology or Medicine,Harvard Medical School,USA,57,3719072.6666666665
847,male,Oliver E. Williamson,1932,USA,2009,2,11157218,Economic Sciences,University of California,USA,77,5578609.0
842,male,Thomas A. Steitz,1940,USA,2009,3,11157218,Chemistry,Yale University,USA,69,3719072.6666666665
841,male,Venkatraman Ramakrishnan,1952,India,2009,3,11157218,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom,57,3719072.6666666665
839,male,Willard S. Boyle,1924,Canada,2009,4,11157218,Physics,Bell Laboratories,USA,85,2789304.5
853,male,Akira Suzuki,1930,Japan,2010,3,11015580,Chemistry,Hokkaido University,Japan,80,3671860.0
849,male,Andre Geim,1958,Russia,2010,2,11015580,Physics,University of Manchester,United Kingdom,52,5507790.0
858,male,Christopher A. Pissarides,1948,Cyprus,2010,3,11015580,Economic Sciences,London School of Economics and Political Science,United Kingdom,62,3671860.0
857,male,Dale T. Mortensen,1939,USA,2010,3,11015580,Economic Sciences,Northwestern University,USA,71,3671860.0
852,male,Ei-ichi Negishi,1935,China,2010,3,11015580,Chemistry,Purdue University,USA,75,3671860.0
850,male,Konstantin Novoselov,1974,Russia,2010,2,11015580,Physics,University of Manchester,United Kingdom,36,5507790.0
855,male,Liu Xiaobo,1955,China,2010,1,11015580,Peace,,,55,11015580.0
854,male,Mario Vargas Llosa,1936,Peru,2010,1,11015580,Literature,,,74,11015580.0
856,male,Peter A. Diamond,1940,USA,2010,3,11015580,Economic Sciences,Massachusetts Institute of Technology (MIT),USA,70,3671860.0
851,male,Richard F. Heck,1931,USA,2010,3,11015580,Chemistry,University of Delaware,USA,79,3671860.0
848,male,Robert G. Edwards,1925,United Kingdom,2010,1,11015580,Physiology or Medicine,University of Cambridge,United Kingdom,85,11015580.0
866,male,Adam G. Riess,1969,USA,2011,4,10736783,Physics,Johns Hopkins University,USA,42,2684195.75
865,male,Brian P. Schmidt,1967,USA,2011,4,10736783,Physics,Australian National University,Australia,44,2684195.75
861,male,Bruce A. Beutler,1957,USA,2011,4,10736783,Physiology or Medicine,University of Texas Southwestern Medical Center at Dallas,USA,54,2684195.75
873,male,Christopher A. Sims,1942,USA,2011,2,10736783,Economic Sciences,Princeton University,USA,69,5368391.5
867,male,Dan Shechtman,1941,Israel,2011,1,10736783,Chemistry,Technion - Israel Institute of Technology,Israel,70,10736783.0
869,female,Ellen Johnson Sirleaf,1938,Liberia,2011,3,10736783,Peace,,,73,3578927.6666666665
862,male,Jules A. Hoffmann,1941,Luxembourg,2011,4,10736783,Physiology or Medicine,University of Strasbourg,France,70,2684195.75
870,female,Leymah Gbowee,1972,Liberia,2011,3,10736783,Peace,,,39,3578927.6666666665
863,male,Ralph M. Steinman,1943,Canada,2011,2,10736783,Physiology or Medicine,Rockefeller University,USA,68,5368391.5
864,male,Saul Perlmutter,1959,USA,2011,2,10736783,Physics,Lawrence Berkeley National Laboratory,USA,52,5368391.5
871,female,Tawakkol Karman,1979,Yemen,2011,3,10736783,Peace,,,32,3578927.6666666665
872,male,Thomas J. Sargent,1943,USA,2011,2,10736783,Economic Sciences,New York University,USA,68,5368391.5
868,male,Tomas Tranströmer,1931,Sweden,2011,1,10736783,Literature,,,80,10736783.0
882,male,Alvin E. Roth,1951,USA,2012,2,8512821,Economic Sciences,Harvard University,USA,61,4256410.5
879,male,Brian Kobilka,1955,USA,2012,2,8512821,Chemistry,Stanford University School of Medicine,USA,57,4256410.5
877,male,David J. Wineland,1944,USA,2012,2,8512821,Physics,National Institute of Standards and Technology,USA,68,4256410.5
883,male,Lloyd S. Shapley,1923,USA,2012,2,8512821,Economic Sciences,University of California,USA,89,4256410.5
880,male,Mo Yan,1955,China,2012,1,8512821,Literature,,,57,8512821.0
878,male,Robert J. Lefkowitz,1943,USA,2012,2,8512821,Chemistry,Howard Hughes Medical Institute,,69,4256410.5
876,male,Serge Haroche,1944,Morocco,2012,2,8512821,Physics,Collège de France,France,68,4256410.5
875,male,Shinya Yamanaka,1962,Japan,2012,2,8512821,Physiology or Medicine,Kyoto University,Japan,50,4256410.5
874,male,Sir John B. Gurdon,1933,United Kingdom,2012,2,8512821,Physiology or Medicine,Gurdon Institute,United Kingdom,79,4256410.5
892,female,Alice Munro,1931,Canada,2013,1,8517568,Literature,,,82,8517568.0
891,male,Arieh Warshel,1940,Israel,2013,3,8517568,Chemistry,University of Southern California,USA,73,2839189.3333333335
894,male,Eugene F. Fama,1939,USA,2013,3,8517568,Economic Sciences,University of Chicago,USA,74,2839189.3333333335
887,male,François Englert,1932,Belgium,2013,2,8517568,Physics,Université Libre de Bruxelles,Belgium,81,4258784.0
884,male,James E. Rothman,1950,USA,2013,3,8517568,Physiology or Medicine,Yale University,USA,63,2839189.3333333335
895,male,Lars Peter Hansen,1952,USA,2013,3,8517568,Economic Sciences,University of Chicago,USA,61,2839189.3333333335
889,male,Martin Karplus,1930,Austria,2013,3,8517568,Chemistry,Université de Strasbourg,France,83,2839189.3333333335
890,male,Michael Levitt,1947,South Africa,2013,3,8517568,Chemistry,Stanford University School of Medicine,USA,66,2839189.3333333335
888,male,Peter Higgs,1929,United Kingdom,2013,2,8517568,Physics,University of Edinburgh,United Kingdom,84,4258784.0
885,male,Randy W. Schekman,1948,USA,2013,3,8517568,Physiology or Medicine,University of California,USA,65,2839189.3333333335
896,male,Robert J. Shiller,1946,USA,2013,3,8517568,Economic Sciences,Yale University,USA,67,2839189.3333333335
886,male,Thomas C. Südhof,1955,Germany,2013,3,8517568,Physiology or Medicine,Stanford University,USA,58,2839189.3333333335
905,male,Edvard I. Moser,1962,Norway,2014,4,8531844,Physiology or Medicine,Norwegian University of Science and Technology (NTNU),Norway,52,2132961.0
909,male,Eric Betzig,1960,USA,2014,3,8531844,Chemistry,"Janelia Research Campus, Howard Hughes Medical Institute",USA,54,2843948.0
907,male,Hiroshi Amano,1960,Japan,2014,3,8531844,Physics,Nagoya University,Japan,54,2843948.0
906,male,Isamu Akasaki,1929,Japan,2014,3,8531844,Physics,Meijo University,Japan,85,2843948.0
915,male,Jean Tirole,1953,France,2014,1,8531844,Economic Sciences,Toulouse School of Economics (TSE),France,61,8531844.0
903,male,John O'Keefe,1939,USA,2014,2,8531844,Physiology or Medicine,University College,United Kingdom,75,4265922.0
913,male,Kailash Satyarthi,1954,India,2014,2,8531844,Peace,,,60,4265922.0
914,female,Malala Yousafzai,1997,Pakistan,2014,2,8531844,Peace,,,17,4265922.0
904,female,May-Britt Moser,1963,Norway,2014,4,8531844,Physiology or Medicine,Norwegian University of Science and Technology (NTNU),Norway,51,2132961.0
912,male,Patrick Modiano,1945,France,2014,1,8531844,Literature,,,69,8531844.0
908,male,Shuji Nakamura,1954,Japan,2014,3,8531844,Physics,University of California,USA,60,2843948.0
910,male,Stefan W. Hell,1962,Romania,2014,3,8531844,Chemistry,Max Planck Institute for Biophysical Chemistry,Germany,52,2843948.0
911,male,William E. Moerner,1953,USA,2014,3,8531844,Chemistry,Stanford University,USA,61,2843948.0
926,male,Angus Deaton,1945,Scotland,2015,1,8536613,Economic Sciences,Princeton University,USA,70,8536613.0
920,male,Arthur B. McDonald,1943,Canada,2015,2,8536613,Physics,Queen's University,Canada,72,4268306.5
923,male,Aziz Sancar,1946,Turkey,2015,3,8536613,Chemistry,University of North Carolina,USA,69,2845537.6666666665
922,male,Paul Modrich,1946,USA,2015,3,8536613,Chemistry,Howard Hughes Medical Institute,USA,69,2845537.6666666665
917,male,Satoshi &#332;mura,1935,Japan,2015,4,8536613,Physiology or Medicine,Kitasato University,Japan,80,2134153.25
924,female,Svetlana Alexievich,1948,Ukraine,2015,1,8536613,Literature,,,67,8536613.0
919,male,Takaaki Kajita,1959,Japan,2015,2,8536613,Physics,University of Tokyo,Japan,56,4268306.5
921,male,Tomas Lindahl,1938,Sweden,2015,3,8536613,Chemistry,Francis Crick Institute,United Kingdom,77,2845537.6666666665
918,female,Tu Youyou,1930,China,2015,2,8536613,Physiology or Medicine,China Academy of Traditional Chinese Medicine,China,85,4268306.5
916,male,William C. Campbell,1930,Ireland,2015,4,8536613,Physiology or Medicine,Drew University,USA,85,2134153.25
936,male,Bengt Holmström,1949,Finland,2016,2,8451577,Economic Sciences,Massachusetts Institute of Technology (MIT),USA,67,4225788.5
933,male,Bernard L. Feringa,1951,the Netherlands,2016,3,8451577,Chemistry,University of Groningen,the Netherlands,65,2817192.3333333335
937,male,Bob Dylan,1941,USA,2016,1,8451577,Literature,,,75,8451577.0
928,male,David J. Thouless,1934,United Kingdom,2016,2,8451577,Physics,University of Washington,USA,82,4225788.5
929,male,F. Duncan M. Haldane,1951,United Kingdom,2016,4,8451577,Physics,Princeton University,USA,65,2112894.25
930,male,J. Michael Kosterlitz,1943,United Kingdom,2016,4,8451577,Physics,Brown University,USA,73,2112894.25
931,male,Jean-Pierre Sauvage,1944,France,2016,3,8451577,Chemistry,University of Strasbourg,France,72,2817192.3333333335
934,male,Juan Manuel Santos,1951,Colombia,2016,1,8451577,Peace,,,65,8451577.0
935,male,Oliver Hart,1948,United Kingdom,2016,2,8451577,Economic Sciences,Harvard University,USA,68,4225788.5
932,male,Sir J. Fraser Stoddart,1942,United Kingdom,2016,3,8451577,Chemistry,Northwestern University,USA,74,2817192.3333333335
927,male,Yoshinori Ohsumi,1945,Japan,2016,1,8451577,Physiology or Medicine,Tokyo Institute of Technology,Japan,71,8451577.0
942,male,Barry C. Barish,1936,USA,2017,4,9342577,Physics,LIGO/VIRGO Collaboration,,81,2335644.25
944,male,Jacques Dubochet,1942,Switzerland,2017,3,9342577,Chemistry,University of Lausanne,Switzerland,75,3114192.3333333335
938,male,Jeffrey C. Hall,1945,USA,2017,3,9342577,Physiology or Medicine,University of Maine,USA,72,3114192.3333333335
945,male,Joachim Frank,1940,Germany,2017,3,9342577,Chemistry,Columbia University,USA,77,3114192.3333333335
947,male,Kazuo Ishiguro,1954,Japan,2017,1,9342577,Literature,,,63,9342577.0
943,male,Kip S. Thorne,1940,USA,2017,4,9342577,Physics,LIGO/VIRGO Collaboration,,77,2335644.25
939,male,Michael Rosbash,1944,USA,2017,3,9342577,Physiology or Medicine,Brandeis University,USA,73,3114192.3333333335
940,male,Michael W. Young,1949,USA,2017,3,9342577,Physiology or Medicine,Rockefeller University,USA,68,3114192.3333333335
941,male,Rainer Weiss,1932,Germany,2017,2,9342577,Physics,LIGO/VIRGO Collaboration,,85,4671288.5
949,male,Richard H. Thaler,1945,USA,2017,1,9342577,Economic Sciences,University of Chicago,USA,72,9342577.0
946,male,Richard Henderson,1945,Scotland,2017,3,9342577,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom,72,3114192.3333333335
960,male,Arthur Ashkin,1922,USA,2018,2,9163200,Physics,Bell Laboratories,USA,96,4581600.0
966,male,Denis Mukwege,1955,Democratic Republic of the Congo,2018,2,9163200,Peace,,,63,4581600.0
962,female,Donna Strickland,1959,Canada,2018,4,9163200,Physics,University of Waterloo,Canada,59,2290800.0
963,female,Frances H. Arnold,1956,USA,2018,2,9163200,Chemistry,California Institute of Technology (Caltech),USA,62,4581600.0
964,male,George P. Smith,1941,USA,2018,4,9163200,Chemistry,University of Missouri,USA,77,2290800.0
961,male,Gérard Mourou,1944,France,2018,4,9163200,Physics,École Polytechnique,France,74,2290800.0
958,male,James P. Allison,1948,USA,2018,2,9163200,Physiology or Medicine,Parker Institute for Cancer Immunotherapy,USA,70,4581600.0
967,female,Nadia Murad,1993,Iraq,2018,2,9163200,Peace,,,25,4581600.0
979,female,Olga Tokarczuk,1962,Poland,2018,1,9000000,Literature,,,56,9000000.0
969,male,Paul M. Romer,1955,USA,2018,2,9163200,Economic Sciences,NYU Stern School of Business,USA,63,4581600.0
965,male,Sir Gregory P. Winter,1951,United Kingdom,2018,4,9163200,Chemistry,MRC Laboratory of Molecular Biology,United Kingdom,67,2290800.0
959,male,Tasuku Honjo,1942,Japan,2018,2,9163200,Physiology or Medicine,Kyoto University,Japan,76,4581600.0
968,male,William D. Nordhaus,1941,USA,2018,2,9163200,Economic Sciences,Yale University,USA,77,4581600.0
982,male,Abhijit Banerjee,1961,India,2019,3,9000000,Economic Sciences,Massachusetts Institute of Technology (MIT),USA,58,3000000.0
981,male,Abiy Ahmed Ali,1976,Ethiopia,2019,1,9000000,Peace,,,43,9000000.0
978,male,Akira Yoshino,1948,Japan,2019,3,9000000,Chemistry,Asahi Kasei Corporation,Japan,71,3000000.0
975,male,Didier Queloz,1966,Switzerland,2019,4,9000000,Physics,University of Geneva,Switzerland,53,2250000.0
983,female,Esther Duflo,1972,France,2019,3,9000000,Economic Sciences,Massachusetts Institute of Technology (MIT),USA,47,3000000.0
972,male,Gregg L. Semenza,1956,USA,2019,3,9000000,Physiology or Medicine,Johns Hopkins University,USA,63,3000000.0
973,male,James Peebles,1935,Canada,2019,2,9000000,Physics,Princeton University,USA,84,4500000.0
976,male,John B. Goodenough,1922,Germany,2019,3,9000000,Chemistry,University of Texas,USA,97,3000000.0
977,male,M. Stanley Whittingham,1941,United Kingdom,2019,3,9000000,Chemistry,"Binghamton University, State University of New York",USA,78,3000000.0
984,male,Michael Kremer,1964,USA,2019,3,9000000,Economic Sciences,Harvard University,USA,55,3000000.0
974,male,Michel Mayor,1942,Switzerland,2019,4,9000000,Physics,University of Geneva,Switzerland,77,2250000.0
980,male,Peter Handke,1942,Austria,2019,1,9000000,Literature,,,77,9000000.0
971,male,Sir Peter J. Ratcliffe,1954,United Kingdom,2019,3,9000000,Physiology or Medicine,University of Oxford,United Kingdom,65,3000000.0
970,male,William G. Kaelin Jr,1957,USA,2019,3,9000000,Physiology or Medicine,Harvard Medical School,USA,62,3000000.0
990,female,Andrea Ghez,1965,USA,2020,4,10000000,Physics,University of California,USA,55,2500000.0
987,male,Charles M. Rice,1952,USA,2020,3,10000000,Physiology or Medicine,Rockefeller University,USA,68,3333333.3333333335
991,female,Emmanuelle Charpentier,1968,France,2020,2,10000000,Chemistry,Max Planck Unit for the Science of Pathogens,Germany,52,5000000.0
985,male,Harvey J. Alter,1935,USA,2020,3,10000000,Physiology or Medicine,National Institutes of Health,USA,85,3333333.3333333335
992,female,Jennifer A. Doudna,1964,USA,2020,2,10000000,Chemistry,University of California,USA,56,5000000.0
993,female,Louise Glück,1943,USA,2020,1,10000000,Literature,,,77,10000000.0
986,male,Michael Houghton,1949,United Kingdom,2020,3,10000000,Physiology or Medicine,University of Alberta,Canada,71,3333333.3333333335
